is_covid,received,article_date,acceptance_delay,is_psych,is_mega,issn_linking,h_index,open_access,publication_delay,sjr_2024,sjr_2023,sjr_2022,sjr_2021,sjr_2020,sjr_2019,sjr_2018,sjr_2017,sjr_2016,sjr_2015,publication_types,title,journal,sjr,rank,discipline,asjc,npi_discipline,npi_field,npi_level_24,npi_level_23,npi_level_22,npi_level_21,npi_level_20,npi_level_19,npi_level_18,npi_level_17,npi_level_16,npi_level_15,is_series,established,country,keywords,apc,apc_amount
FALSE,2015-03-06,2015-05-03,43,FALSE,FALSE,00207128,117,FALSE,15,Q1,Q1,Q2,Q1,Q2,Q2,Q2,Q1,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't","Future projections of labor hours based on WBGT for Tokyo and Osaka, Japan, using multi-period ensemble dynamical downscale simulations.",International journal of biometeorology,0.733,7641,physical_sciences,2307,Natural Sciences and Engineering,Biosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1961,United States,"Climate change, Dynamical downscale, Labor capacity, WBGT",NA,NA
FALSE,2015-01-19,2015-05-03,93,FALSE,FALSE,14366207,125,FALSE,11,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Association between n-3 polyunsaturated fatty acids in erythrocytes and metabolic syndrome in Chinese men and women.,European journal of nutrition,1.346,2906,health_sciences,2916,Health Sciences,Nutrition,1,1,1,1,1,1,1,1,1,1,FALSE,1999,Germany,"Chinese adults, Erythrocyte, Metabolic syndrome, n-3 polyunsaturated fatty acids",NA,NA
FALSE,2015-01-02,2015-04-30,70,FALSE,FALSE,0213005X,49,FALSE,48,Q3,Q3,Q3,Q4,Q3,Q3,Q3,Q3,Q3,Q3,Journal Article,Tuberculosis in infants less than 3 months of age.,Enfermedades infecciosas y microbiologia clinica,0.33699999999999997,15498,health_sciences,2725,Health Sciences,Infectious Diseases,1,1,1,1,1,1,1,1,1,1,FALSE,1984,Spain,"Congenital, Congénita, Infant, Lactante, Newborn, Recién nacido, Tuberculosis",NA,NA
FALSE,2015-03-12,2015-05-03,41,FALSE,FALSE,08937648,147,FALSE,11,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Meta-Analysis, Research Support, Non-U.S. Gov't",ZNF804A Genetic Variation Confers Risk to Bipolar Disorder.,Molecular neurobiology,1.397,2712,life_sciences,2804,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1987,United States,"Bipolar disorder, Han Chinese, Subtype, ZNF804A, eQTL",NA,NA
FALSE,2015-01-02,2015-04-30,59,FALSE,FALSE,08921997,114,FALSE,59,Q2,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Evaluation of Singer's Voice Quality by Means of Visual Pattern Recognition.,Journal of voice : official journal of the Voice Foundation,0.5730000000000001,10147,health_sciences,2912,Health Sciences,Otorhinolaryngology,1,1,1,1,1,1,1,1,1,1,FALSE,1987,United States,"Image processing, Image recognition, Linear discriminant analysis, Short-time Fourier transform, Singing quality, Spectrogram, Support vector machine",NA,NA
FALSE,2015-01-12,2015-05-02,53,FALSE,FALSE,00223050,244,FALSE,57,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Meta-Analysis",Mortality in multiple sclerosis: meta-analysis of standardised mortality ratios.,"Journal of neurology, neurosurgery, and psychiatry",3.3789999999999996,576,health_sciences,2738,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1944,England,"EPIDEMIOLOGY, MULTIPLE SCLEROSIS",NA,NA
FALSE,2015-03-11,2015-05-02,26,FALSE,FALSE,00223050,244,FALSE,26,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article, Research Support, Non-U.S. Gov't",Hereditary leukoencephalopathy with axonal spheroids: a spectrum of phenotypes from CNS vasculitis to parkinsonism in an adult onset leukodystrophy series.,"Journal of neurology, neurosurgery, and psychiatry",3.3789999999999996,576,health_sciences,2738,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1944,England,NA,NA,NA
FALSE,2015-02-02,2015-05-01,59,FALSE,FALSE,10107940,158,FALSE,29,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",Postinfarction ventricular septal defect secondary to infective endocarditis.,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,1.033,4570,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1987,Germany,"Endocarditis, Myocardial infarction, Ventricular septal defect",NA,NA
FALSE,2015-03-17,2015-05-02,31,FALSE,FALSE,17598478,90,FALSE,15,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Mechanical thrombectomy using a combined CT/C-arm X-ray system.,Journal of neurointerventional surgery,1.6340000000000001,2067,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,NA,NA,NA,NA,FALSE,2009,England,"Angiography, CT, Stroke, Technology, Thrombectomy",NA,NA
FALSE,2015-03-31,2015-04-09,1,FALSE,FALSE,15517411,74,FALSE,8,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Making the case for change: What researchers need to consider when designing behavior change interventions aimed at improving medication dispensing.,Research in social & administrative pharmacy : RSAP,0.984,4959,life_sciences,3003,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,2005,United States,"Behavior change intervention, Dispensing, Pharmacists",NA,NA
FALSE,2015-02-25,2015-04-30,30,FALSE,FALSE,10946950,85,FALSE,34,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",Combined Measures of Dynamic Bone Quality and Postural Balance--A Fracture Risk Assessment Approach in Osteoporosis.,Journal of clinical densitometry : the official journal of the International Society for Clinical Densitometry,0.63,9175,health_sciences,2741,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1998,United States,"Bone shock absorption, dynamic bone quality, fracture, functional postural balance, osteoporosis",NA,NA
FALSE,2015-03-12,2015-04-30,40,FALSE,FALSE,15709639,170,FALSE,9,Q2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't, Review",The study of transient protein-nanoparticle interactions by solution NMR spectroscopy.,Biochimica et biophysica acta. Proteins and proteomics,0.72,7821,life_sciences,1312,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,2002,Netherlands,"Interaction, NMR, Nanoparticle, Protein",NA,NA
FALSE,2015-01-30,2015-04-30,81,FALSE,FALSE,10538119,438,TRUE,9,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",The Age-ility Project (Phase 1): Structural and functional imaging and electrophysiological data repository.,NeuroImage,2.074,1337,life_sciences,2805,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1992,United States,NA,Yes,3450 USD
FALSE,2015-01-28,2015-05-05,42,FALSE,FALSE,09411291,77,FALSE,55,Q2,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Q2,"Journal Article, Validation Study",The translation and validation of the Japanese version of the patient assessment of constipation quality of life scale.,Surgery today,0.656,8758,health_sciences,2746,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1992,Japan,"Constipation, Quality of life, Validation study",NA,NA
FALSE,2015-01-16,2015-04-30,57,FALSE,FALSE,00333506,102,FALSE,47,Q1,Q1,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Journal Article,"Is high relative humidity associated with childhood hand, foot, and mouth disease in rural and urban areas?",Public health,1.224,3435,health_sciences,2739,Health Sciences,"Public, Environmental and Occupational Health",1,1,1,1,1,1,1,1,1,1,FALSE,1888,Netherlands,"Climatic change, Hand, foot, and mouth disease, Relative humidity, Rural, Urban",NA,NA
FALSE,2015-01-06,2015-04-01,80,FALSE,FALSE,10501738,116,FALSE,5,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't, Review",Reprogramming the conduction system: Onward toward a biological pacemaker.,Trends in cardiovascular medicine,2.3109999999999995,1099,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1991,United States,NA,NA,NA
FALSE,2015-01-15,2015-04-30,84,FALSE,FALSE,1871403X,53,FALSE,21,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",Accuracy of body weight perception and obesity among Chinese Americans.,Obesity research & clinical practice,0.889,5799,health_sciences,2916,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,2007,Netherlands,"Accuracy of body weight perception, Chinese American, Obesity",NA,NA
FALSE,2015-01-20,2015-04-30,87,FALSE,FALSE,00283908,199,FALSE,13,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",Subchronic phencyclidine treatment in adult mice increases GABAergic transmission and LTP threshold in the hippocampus.,Neuropharmacology,1.589,2165,life_sciences,2804,Health Sciences,Pharmacology and Toxicology,1,1,1,1,1,1,1,1,1,1,FALSE,1970,England,"GABA, Hippocampus, Inhibitory postsynaptic current, Long-term potentiation, Phencyclidine",NA,NA
FALSE,2015-04-15,2015-04-30,8,FALSE,FALSE,15299430,143,FALSE,7,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Spinal fusion from nonoperative management of lytic myelomatous vertebrae.,The spine journal : official journal of the North American Spine Society,1.954,1508,health_sciences,2728,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,2001,United States,NA,NA,NA
FALSE,2015-01-06,2015-04-28,93,FALSE,FALSE,1871403X,53,FALSE,19,Q2,Q1,Q1,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Intensified association between waist circumference and hypertension in abdominally overweight children.,Obesity research & clinical practice,0.889,5799,health_sciences,2916,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,2007,Netherlands,"Abdominal adiposity, Blood pressure, Children, Hypertension, Waist circumference",NA,NA
FALSE,2015-01-09,2015-04-17,90,FALSE,FALSE,18781861,133,FALSE,8,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",Accelerometer measured sedentary behavior and physical activity in white and black adults: The REGARDS study.,Journal of science and medicine in sport,1.319,3013,health_sciences,3612,Health Sciences,Sport Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1998,Australia,"African American, Aging, Cohort, Exercise, Movement sensor, Patterns",NA,NA
FALSE,2015-01-30,2015-04-30,84,FALSE,FALSE,00426989,190,FALSE,6,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q2,Q1,Q1,Journal Article,Perception of shape and space across rigid transformations.,Vision research,0.628,9216,life_sciences,2809,Health Sciences,Ophthalmology,1,1,1,1,1,1,1,1,1,1,FALSE,1961,England,"Causal history, Grouping, Object constancy, Perceptual organization, Shape perception, Transformations",NA,NA
FALSE,2015-02-15,2015-05-01,71,FALSE,FALSE,10538119,438,TRUE,4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural","The Pediatric Imaging, Neurocognition, and Genetics (PING) Data Repository.",NeuroImage,2.074,1337,life_sciences,2805,Health Sciences,Neurology,2,2,2,2,2,2,2,2,2,2,FALSE,1992,United States,NA,Yes,3450 USD
FALSE,2015-02-26,2015-05-05,41,FALSE,FALSE,18691439,43,FALSE,27,Q1,Q1,Q2,Q2,Q2,Q1,Q2,Q2,Q3,Q2,Journal Article,Extensive pneumatized air cells causing susceptibility artifacts in the petrosus part of the ICA.,Clinical neuroradiology,0.921,5505,health_sciences,2728,Health Sciences,Neurology,1,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2010,Germany,"ICA artifacts, ICA-pseudostenosis, MR artifacts, Petrosus part of the ICA, Pneumatization and artifacts, TOF MRA",NA,NA
FALSE,2015-01-16,2015-05-05,75,FALSE,FALSE,09108327,55,FALSE,34,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Case Reports, Journal Article",The wound healing response after implantation of a drug-eluting stent is impaired persistently in the long term.,Heart and vessels,0.494,11713,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1985,Japan,"Drug-eluting stent, Inflammation, Neoatherosclerosis, Wound healing",NA,NA
FALSE,2015-01-15,2015-05-05,92,FALSE,FALSE,09108327,55,FALSE,18,Q3,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Potassium induced contraction of the internal thoracic artery in vitro is time related: the potential consequences in the analysis of the mechanism of the spasm after coronary artery bypass grafting and in the analysis of the results of in vitro studies.,Heart and vessels,0.494,11713,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1985,Japan,"Bypass, Contractility, Depolarization, Potassium, Vasospasm",NA,NA
FALSE,2015-02-16,2015-07-14,73,FALSE,FALSE,08854513,85,FALSE,75,Q2,Q2,Q3,Q3,Q2,Q2,Q2,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Graphene oxide-mediated electrochemistry of glucose oxidase on glassy carbon electrodes.,Biotechnology and applied biochemistry,0.738,7562,physical_sciences,1508,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,1986,United States,"glassy carbon, glucose biosensor, glucose oxidase, graphene oxide",NA,NA
FALSE,2015-02-02,2015-04-03,56,FALSE,FALSE,10501738,116,FALSE,4,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",Vagus nerve modulation of inflammation: Cardiovascular implications.,Trends in cardiovascular medicine,2.3109999999999995,1099,health_sciences,2705,Health Sciences,Cardiovascular and Respiratory Systems,1,1,1,1,1,1,1,1,1,1,FALSE,1991,United States,NA,NA,NA
FALSE,2015-03-23,2015-04-24,30,FALSE,FALSE,07356757,114,FALSE,2,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article",Early left ventricular free-wall rupture in non-STEMI never to be neglected.,The American journal of emergency medicine,0.764,7195,health_sciences,2711,Health Sciences,Neurology,1,1,1,1,1,1,1,1,1,1,FALSE,1983,United States,NA,NA,NA
FALSE,2015-03-15,2015-05-05,27,FALSE,FALSE,09441174,140,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Evaluation Study, Journal Article, Multicenter Study, Research Support, Non-U.S. Gov't",Laparoscopic surgery for colorectal cancer is safe and has survival outcomes similar to those of open surgery in elderly patients with a poor performance status: subanalysis of a large multicenter case-control study in Japan.,Journal of gastroenterology,2.1359999999999997,1274,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Japan,"Colon cancer, Elderly patient, Laparoscopic surgery, Performance status, Rectal cancer",NA,NA
FALSE,2015-03-02,2015-05-05,49,FALSE,FALSE,09441174,140,FALSE,15,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Multicenter Study, Randomized Controlled Trial",Proton pump inhibitor after endoscopic resection for esophageal squamous cell cancer: multicenter prospective randomized controlled trial.,Journal of gastroenterology,2.1359999999999997,1274,health_sciences,2715,Health Sciences,Gastroenterology and Hepatology,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Japan,"Endoscopic resection, Esophageal cancer, Gastroesophageal reflux disease, Proton pump inhibitor, Squamous cell cancer",NA,NA
FALSE,2015-01-15,2015-06-04,101,FALSE,FALSE,03000664,169,FALSE,39,Q2,Q2,Q2,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Journal Article,Association between systemic oxidative stress and insulin resistance/sensitivity indices - the PREDIAS study.,Clinical endocrinology,1.006,4784,life_sciences,1310,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1972,England,NA,NA,NA
FALSE,2015-03-09,2015-05-02,41,FALSE,FALSE,00908258,192,FALSE,13,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Review",No clinical utility of KRAS variant rs61764370 for ovarian or breast cancer.,Gynecologic oncology,1.881,1614,health_sciences,2729,Health Sciences,Gynecology and Obstetrics,2,2,2,2,2,2,2,2,2,1,FALSE,1972,United States,"Breast cancer, Clinical outcome, Genetic association, KRAS variant, Ovarian cancer",NA,NA
FALSE,2015-01-20,2015-05-05,90,FALSE,FALSE,09441344,212,FALSE,15,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural","Review of PCBs in US schools: a brief history, an estimate of the number of impacted schools, and an approach for evaluating indoor air samples.",Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Air PCB levels, Bayesian statistics, Caulk, Exposure, Exposure guidelines, PCB, Sealant",NA,NA
FALSE,2015-03-15,2015-05-05,37,FALSE,FALSE,09441344,212,FALSE,14,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Journal Article,Production and optimization of biodiesel using mixed immobilized biocatalysts in packed bed reactor.,Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Biodiesel, Candida rugosa lipase, Central composite design, Packed bed reactor, Response surface methodology, Rhizopus oryzae",NA,NA
FALSE,2015-02-26,2015-05-05,60,FALSE,FALSE,09441344,212,FALSE,8,Q1,Q1,Q1,Q1,Q2,Q2,Q1,Q2,Q1,Q1,Journal Article,Chlordecone exposure and adverse effects in French West Indies populations.,Environmental science and pollution research international,1.004,4796,physical_sciences,2307,Natural Sciences and Engineering,Geosciences,1,1,1,1,1,1,1,1,1,1,FALSE,1994,Germany,"Cancer, Chlordecone, Development, Endocrine disruptor, Fertility, French West Indies, Insecticides, Organochlorine, Pregnancy",NA,NA
FALSE,2015-02-19,2015-05-05,60,FALSE,FALSE,0721832X,120,FALSE,15,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Multicenter Study, Observational Study",Real-life experience after intravitreal ocriplasmin for vitreomacular traction and macular hole: a spectral-domain optical coherence tomography prospective study.,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,0.992,4889,life_sciences,2804,Health Sciences,Ophthalmology,1,1,1,1,1,1,1,1,1,1,FALSE,1982,Germany,"Macular hole, Ocriplasmin, Spectral-domain optical coherence tomography, Vitreomacular traction",NA,NA
FALSE,2015-01-28,2015-05-04,40,FALSE,FALSE,01415387,105,FALSE,56,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Comparative Study, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",A cost minimization analysis of early correction of anterior crossbite-a randomized controlled trial.,European journal of orthodontics,1.012,4726,health_sciences,3505,Health Sciences,Dentistry,1,1,1,1,1,1,1,1,1,1,FALSE,1979,England,NA,NA,NA
FALSE,2015-01-31,2015-05-05,63,FALSE,FALSE,03412695,116,FALSE,31,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Short-term outcomes of robotically assisted patello-femoral arthroplasty.,International orthopaedics,1.036,4545,health_sciences,2732,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1977,Germany,"Arthroplasty, Osteoarthritis, Patello-femoral, Robot assisted, Robotically controlled",NA,NA
FALSE,2015-01-09,2015-05-05,99,FALSE,FALSE,03412695,116,FALSE,17,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Low incidence of early developmental dysplasia of the hip in universal ultrasonographic screening of newborns: analysis and evaluation of risk factors.,International orthopaedics,1.036,4545,health_sciences,2732,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1977,Germany,"DDH, Hip sonography, Incidence of DDH in newborns, Pediatric orthopaedics",NA,NA
FALSE,2015-02-25,2015-05-02,42,FALSE,FALSE,07403194,257,FALSE,24,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural",Demonstration of nonlinearity bias in the measurement of the apparent diffusion coefficient in multicenter trials.,Magnetic resonance in medicine,1.161,3767,health_sciences,2741,Health Sciences,"Radiology, Nuclear Medicine and Medical Imaging",2,2,2,2,2,1,1,1,1,1,FALSE,1984,United States,"ADC mapping, gradient nonlinearity, multicenter trials, quantitative diffusion MRI",NA,NA
FALSE,2015-04-04,2015-05-04,2,FALSE,FALSE,01486071,119,FALSE,28,Q2,Q1,Q1,Q2,Q2,Q1,Q1,Q1,Q1,Q1,Journal Article,Fish Oil-Containing Emulsions: When Fat Seems to Improve Clinical Outcomes in the Critically Ill.,JPEN. Journal of parenteral and enteral nutrition,0.8760000000000001,5934,health_sciences,2916,Health Sciences,Nutrition,1,1,1,1,1,1,1,1,1,1,FALSE,1977,United States,"critically ill, fish oil, infections, lipid emulsions, parenteral nutrition",NA,NA
FALSE,2015-01-22,2015-05-05,81,FALSE,FALSE,09405429,90,FALSE,22,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Case Reports, Journal Article, Review","First, know thyself"": cognition and error in medicine.",Acta diabetologica,1.07,4315,life_sciences,1310,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,1991,Germany,"Decision making, Diagnosis, Diagnostic errors, Medical errors",NA,NA
FALSE,2015-02-10,2015-05-05,65,FALSE,FALSE,1447073X,46,FALSE,19,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,"Journal Article, Research Support, Non-U.S. Gov't","Study on the adult physique with the Heath-Carter anthropometric somatotype in the Han of Xi'an, China.",Anatomical science international,0.448,12679,health_sciences,2702,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,2002,Japan,"Anthropometry, Han nationality, Somatotype, Xi’an, China",NA,NA
FALSE,2015-03-16,2015-05-05,31,FALSE,FALSE,1447073X,46,FALSE,19,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q3,Q2,"Journal Article, Research Support, Non-U.S. Gov't",Spatial clusters of constitutively active neurons in mouse visual cortex.,Anatomical science international,0.448,12679,health_sciences,2702,Health Sciences,Biomedicine,1,1,1,1,1,1,1,1,1,1,FALSE,2002,Japan,"Default mode, Neocortex, Neuron, Spatial distribution, c-Fos",NA,NA
FALSE,2015-02-12,2015-05-02,61,FALSE,FALSE,07403194,257,FALSE,18,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",Velocity-selective magnetization-prepared non-contrast-enhanced cerebral MR angiography at 3 Tesla: Improved immunity to B0/B1 inhomogeneity.,Magnetic resonance in medicine,1.161,3767,health_sciences,2741,Health Sciences,"Radiology, Nuclear Medicine and Medical Imaging",2,2,2,2,2,1,1,1,1,1,FALSE,1984,United States,"cerebral MRA, non-contrast-enhanced MRA, velocity-selective pulse train",NA,NA
FALSE,2015-01-16,2015-05-05,81,FALSE,FALSE,1399543X,102,FALSE,28,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Multicenter Study, Research Support, N.I.H., Extramural",C-peptide levels in pediatric type 2 diabetes in the Pediatric Diabetes Consortium T2D Clinic Registry.,Pediatric diabetes,1.2069999999999999,3520,health_sciences,2712,Health Sciences,Endocrinology,1,1,1,1,1,1,1,1,1,1,FALSE,2000,Denmark,"C-peptide, Pediatric Diabetes Consortium, body mass index, clinical science, diabetes in childhood, glutamic acid decarboxylase, hemoglobin A1c, islet antigen-2, type 1 diabetes, type 2 diabetes",NA,NA
FALSE,2015-02-13,2015-05-05,35,FALSE,FALSE,14677644,162,TRUE,46,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,"Journal Article, Research Support, Non-U.S. Gov't",The TaDREB3 transgene transferred by conventional crossings to different genetic backgrounds of bread wheat improves drought tolerance.,Plant biotechnology journal,2.907,761,life_sciences,1110,Natural Sciences and Engineering,Biosciences,2,2,2,2,1,1,1,1,1,1,FALSE,2003,England,"DREB transcription factor, backcrossing, drought, frost, hybrids, transgenic wheat",NA,NA
FALSE,2015-01-26,2015-05-04,69,FALSE,FALSE,14785951,69,FALSE,29,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,Q2,"Comparative Study, Journal Article",Radiographic comparison of cross-sectional lumbar pedicle fill when placing screws with navigation versus free-hand technique.,The international journal of medical robotics + computer assisted surgery : MRCAS,0.55,10578,physical_sciences,1706,Natural Sciences and Engineering,ICT,1,1,1,1,1,1,1,1,1,1,FALSE,2004,England,"image guidance, lumbar arthrodesis, pedicle cross-sectional area, pedicle screws, spinal fixation, spinal navigation",NA,NA
FALSE,2015-01-19,2015-05-05,93,FALSE,FALSE,14341816,104,FALSE,13,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,When treating the pain is not enough: a multidisciplinary approach for chronic pelvic pain.,Archives of women's mental health,1.232,3404,health_sciences,2738,Health Sciences,"Public, Environmental and Occupational Health",1,1,1,1,1,1,1,1,1,1,FALSE,1998,Austria,"Anxiety, Depression, Functional impairment, Pelvic pain",NA,NA
FALSE,2015-01-05,2015-05-05,101,FALSE,FALSE,09422056,160,FALSE,19,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Q1,Journal Article,Patellar instability: CT and MRI measurements and their correlation with internal derangement findings.,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",1.95,1514,health_sciences,2732,Health Sciences,Surgical Sciences,1,1,1,1,1,1,1,1,1,1,FALSE,1993,Germany,"Patella maltracking, Patellofemoral disorder, TT–TG, Tibial tuberosity–trochlear groove distance, Trochlear dysplasia",NA,NA
FALSE,2015-01-13,2015-05-04,77,FALSE,FALSE,09564624,80,FALSE,34,Q2,Q2,Q2,Q2,Q2,Q2,Q1,Q2,Q2,Q2,"Journal Article, Research Support, Non-U.S. Gov't, Review","HIV pre-test information, discussion or counselling? A review of guidance relevant to the WHO European Region.",International journal of STD & AIDS,0.583,9960,health_sciences,2725,Health Sciences,Infectious Diseases,1,1,1,1,1,1,1,1,1,1,FALSE,1990,England,"AIDS, Europe, HIV, diagnosis, guidelines, informed consent, pre-test counselling, testing",NA,NA
